CGS 3006F - CRTCL &amp; ANTI-OPPRESSIVE METHOD,"[['', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '11:30 AM', '2:30 PM', 'HC-A1']]"
CGS 3001F - COLLABORATIVE &amp; PARTICIPATORY,"[['', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '11:30 AM', '2:30 PM', 'HC-W103']]"
CGS 3526F - CHALLENGING RGMS GLB CITIZENS,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '11:30 AM', 'HC-W103']]"
CGS 1021F - INTRO TO GLOBAL CULTURE,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '3:30 PM', 'HC-W112', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '3:30 PM', '5:30 PM', 'HC-W112']]"
CGS 3516F - ECONOMIES OF DEVELOPMENT,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '2:30 PM', 'HC-W12', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '1:30 PM', '2:30 PM', 'HC-W12']]"
CGS 1022F - INTRODUCTION TO GLOBALIZATION,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '11:30 AM', '1:30 PM', 'HC-W112', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'HC-W112']]"
CGS 3101G - DIRECTED STUDIES,"[['', '  ', '  ', '  ', '  ', '  ', ' ', ' ', '', '', '', '', '', '  ', '  ', '  ', '  ', '  ', ' ', ' ', '', '', '', '']]"
CGS 3520G - OVERCOMING MGMT PARADIGMS,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '8:30 AM', '9:30 AM', 'HC-W108', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '8:30 AM', '10:30 AM', 'HC-W108']]"
"<div class=""span12"">
<!-- Search Results - timetable -->

50   Results <br/><br/><br/>
",[[]]
CGS 3513G - NON-HEGEMONIC ECON FORMS,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'HC-V208', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '11:30 AM', '1:30 PM', 'HC-V208']]"
CGS 3522F - GLOBAL MOBILITIES,"[['', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', 'HC-W18']]"
CGS 3518F - NON-STATE PEOPLES &amp; STATE FORM,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '2:30 PM', 'HC-V208', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '12:30 PM', '2:30 PM', 'HC-V208']]"
CGS 3203G - GLOBAL STUDIES PARTICIPATORY,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', 'HC-W18']]"
CBE 4420B - COMPUTER PROCESS CONTROL,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', 'SEB-1056', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '3:30 PM', '4:30 PM', 'SEB-1081']]"
CBE 4415 - CHEMICAL ENGINEERING PROJECT,"[['', '  ', '  ', '  ', '  ', '  ', ' ', ' ', '', '', '', '']]"
CBE 4422B - NANOBIOTECHNOLOGY,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'FNB-1240', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '3:30 PM', '4:30 PM', 'SEB-3109', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '4:30 PM', '5:30 PM', 'KB-K208']]"
CBE 2220A - CHEMICAL PROCESS CALCULATIONS,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '10:30 AM', '12:30 PM', 'SEB-1200', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '3:30 PM', '5:30 PM', '3M-3250', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'SEB-1200']]"
CBE 3323B - STAGED OPERATIONS,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '5:30 PM', '6:30 PM', 'FNB-3210', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '2:30 PM', '4:30 PM', 'FNB-3210', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'FNB-3210']]"
CBE 3324B - MASS TRANSFER OPERATIONS,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '10:30 AM', 'FNB-3210', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '10:30 AM', 'HSB-35', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '2:30 PM', 'SEB-2100']]"
CBE 4409B - WASTEWATER TREATMENT,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '10:30 AM', '11:30 AM', 'SEB-2099', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '11:30 AM', '1:30 PM', 'SEB-2202', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '4:30 PM', '5:30 PM', 'SEB-2100']]"
CBE 2291B - COMPUTATNL METHD FOR ENGINEERS,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '4:30 PM', '5:30 PM', 'HSB-240', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '9:30 AM', '11:30 AM', 'SEB-1059', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '3:30 PM', '5:30 PM', 'HSB-13']]"
CBE 3325A - PARTICULATE OPERATIONS,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '4:30 PM', '5:30 PM', 'UCC-37', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '11:30 AM', 'KB-K106', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '5:30 PM', '6:30 PM', 'UCC-37']]"
CBE 4499 - CHEM ENG DESGN FOR MED STUDNTS,"[['', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '11:30 AM', '1:30 PM', 'TEB-454']]"
CBE 2207B - INDUSTRIAL ORGANIC CHEM II,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '1:30 PM', 'HSB-35', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '4:30 PM', '5:30 PM', 'HSB-240', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '12:30 PM', '1:30 PM', '3M-3250', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', 'SEB-1082', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '1:30 PM', '4:30 PM', 'SEB-1082', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '4:30 PM', 'SEB-1082', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1082', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1082', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1082', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:30 PM', '9:30 PM', 'SEB-1082']]"
CBE 4432A - ENERGY &amp; FUELS PRD SYSTEMS,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'FNB-2240', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '11:30 AM', 'WL-258', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '1:30 PM', '2:30 PM', 'SEB-2202']]"
CBE 2224B - CHEMICAL ENG THERMODYNAMICS,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '5:30 PM', '6:30 PM', 'SEB-1200', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'NSC-1', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '11:30 AM', 'SEB-1200']]"
CBE 4425 - BIOCHEM &amp; ENV ENGINEER PROJECT,"[['', '  ', '  ', '  ', '  ', '  ', ' ', ' ', '', '', '', '']]"
CBE 3318A - INTRO TO CHEMICAL PROCESS SIM,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '10:30 AM', 'FNB-3210', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '10:30 AM', 'SEB-1004']]"
CBE 4421A - INTRO TO BIOMATERIALS ENGINRNG,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '1:30 PM', 'HSB-11', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '3:30 PM', 'KB-K208', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '10:30 AM', 'HSB-9']]"
CBE 3322A - HEAT TRANSFER OPERATIONS,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'SEB-2100', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '12:30 PM', '1:30 PM', 'KB-K106', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '5:30 PM', '6:30 PM', 'FNB-3210']]"
CBE 3330A - BIOREACTION &amp; BIOPROCESS ENG,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '4:30 PM', '6:30 PM', 'SH-3307', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '5:30 PM', '6:30 PM', 'SEB-3109', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '2:30 PM', '5:30 PM', 'SEB-2036', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '10:30 AM', '1:30 PM', 'SEB-2036']]"
CBE 4403B - BIOCHEMICAL SEPARATION PROCESS,"[['', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '4:30 PM', '5:30 PM', 'SEB-2099', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '11:30 AM', 'SEB-1056', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '5:30 PM', '6:30 PM', 'SEB-1056']]"
CBE 2206A - INDUSTRIAL ORGANIC CHEMISTRY I,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '2:30 PM', 'SSC-3022', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'SEB-2100', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', 'SEB-1082', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '11:30 AM', 'SEB-1082', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '4:30 PM', 'SEB-1082', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1082', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1082', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '6:30 PM', '9:30 PM', 'SEB-1082', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1082']]"
CBE 3319B - INTRO TO PLANT DESIGN &amp; SAFETY,"[['', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '10:30 AM', '11:30 AM', 'SEB-1200', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '12:30 PM', '1:30 PM', 'SEB-1200', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '3:30 PM', '5:30 PM', 'SEB-2202']]"
CBE 3395Y - CHEMICAL ENGINEERING LAB,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '11:30 AM', '1:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', 'SEB-1081', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '11:30 AM', '2:30 PM', 'SEB-1081', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '12:30 PM', 'SEB-1081']]"
CBE 4485B - ENERGY AND SOCIETY,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'HSB-9', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '10:30 AM', 'HSB-9', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '1:30 PM', 'HSB-11']]"
CBE 3315A - REACTION ENGINEERING,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'FNB-3210', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '3:30 PM', '4:30 PM', 'FNB-3210', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '1:30 PM', '4:30 PM', 'SEB-2036', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '8:30 AM', '11:30 AM', 'SEB-2036', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '8:30 AM', '11:30 AM', 'SEB-2036', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '2:30 PM', 'SEB-2100', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '8:30 AM', '9:30 AM', 'FNB-3210']]"
CBE 2221B - FLUID FLOW,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '1:30 PM', 'SSC-2050', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '3:30 PM', '5:30 PM', '3M-3250', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '9:30 AM', 'SEB-1200', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '8:30 AM', '11:30 AM', 'SEB-1081', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', 'SEB-1081', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '4:30 PM', 'SEB-1081', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '6:30 PM', '9:30 PM', 'SEB-1081', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1081', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:30 PM', '9:30 PM', 'SEB-1081', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', 'SEB-1081']]"
"<div class=""span12"">
<!-- Search Results - timetable -->

113   Results <br/><br/><br/>
",[[]]
CBE 4417A - CATALYTIC PROCESSES,"[['', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '3:30 PM', 'FNB-3210', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '10:30 AM', '12:30 PM', 'UCC-58', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '3:30 PM', '4:30 PM', 'SH-2355']]"
CBE 2290A - FUNDAMENTALS OF BIOCHEM AND EN,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'SEB-1200', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '8:30 AM', '9:30 AM', 'SEB-1059', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '12:30 PM', '3:30 PM', 'SEB-2032', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '11:30 AM', 'SEB-2032', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '4:30 PM', '7:30 PM', 'SEB-2032', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '4:30 PM', '7:30 PM', 'SEB-2032']]"
CBE 2214A - ENGINEERING THERMODYNAMICS,"[['', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '10:30 AM', '11:30 AM', 'SEB-1200', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '1:30 PM', '3:30 PM', 'UCC-146', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '4:30 PM', '6:30 PM', 'SEB-2200']]"
CBE 3310B - PROCESS DYNAMICS &amp; CONTROL,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '4:30 PM', 'SEB-2100', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '9:30 AM', 'FNB-1250', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '10:30 AM', '11:30 AM', 'HSB-14', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '3:30 PM', 'SEB-2100']]"
CBE 4497 - CHEMICAL PROCESS &amp; PLNT DESIGN,"[['', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '2:30 PM', '4:30 PM', 'FNB-1200', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '8:30 AM', '11:30 AM', 'TEB-454', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '2:30 PM', 'FNB-1270', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '4:30 PM', '7:30 PM', 'TEB-454']]"
CHEMBIO 4500E - RESEARCH PROJECT IN CHEM BIO,"[['', ' M', ' Tu', ' W', ' Th', ' F', ' ', ' ', '', '2:30 PM', '5:30 PM', '']]"
"<div class=""span12"">
<!-- Search Results - timetable -->

1   Results <br/><br/><br/>
",[[]]
CHEM 3373F - ORGANIC CHEMISTRY III,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '9:30 AM', '10:30 AM', 'SSC-3022', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '5:30 PM', '', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '10:00 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '8:30 AM', '12:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '5:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '10:00 PM', '']]"
CHEM 2214B - PHYSICL CHEM FOR LIFE SCIENCES,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '2:30 PM', '3:30 PM', 'UCC-56', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '12:30 PM', '']]"
CHEM 3370B - STRUCTURE ELUCIDATION,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '11:30 AM', 'P&amp;AB-106', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '10:30 AM', 'P&amp;AB-106']]"
CHEM 1027A - EVERYWHERE &amp; EVERYTHING,"[['', ' M', '  ', ' W', '  ', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'P&amp;AB-148', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '12:30 PM', '1:30 PM', 'P&amp;AB-148']]"
CHEM 4493A - BIOLOGICAL MACROMOLECULES,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '9:30 AM', '10:30 AM', 'CHB-115']]"
CHEM 2283G - ORGANIC CHEMISTRY II,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '9:30 AM', '10:30 AM', 'SSC-2036', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '6:30 PM', '9:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '6:30 PM', '9:30 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', '  ', '  ', ' ', ' ', '', '', '', '']]"
CHEM 4491E - CHEM RSRCH DISCOV &amp; SCI COMM,"[['', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '1:30 PM', '3:30 PM', 'CHB-115']]"
CHEM 4481A - SOLID-STATE INORG CHEM &amp; MATRL,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '12:30 PM', '1:30 PM', 'CHB-115']]"
CHEM 2384B - MICROSCOPIC PHENOMENA,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '10:30 AM', '11:30 AM', 'B&amp;GS-0165', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '']]"
CHEM 3364B - MATERIALS CHEMISTRY,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '12:30 PM', '1:30 PM', 'CHB-9']]"
CHEM 1302A - DISCOVERING CHEMICAL ENERGETIC,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '10:30 AM', '11:30 AM', 'NSC-1', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '']]"
CHEM 4471B - TRANSITION METALS &amp; CATALYSIS,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '10:30 AM', '11:30 AM', 'CHB-115']]"
CHEM 4494B - BIOPHYSICAL CHEMISTRY,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '11:30 AM', '12:30 PM', 'CHB-115']]"
CHEM 2374A - THERMODYNAMICS,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '11:30 AM', '12:30 PM', 'NSC-1']]"
CHEM 0010 - INTRODUCTORY CHEMISTRY,"[['', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '11:30 AM', 'BR-204', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '10:30 AM', '11:30 AM', 'BR-203', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '4:30 PM', '6:00 PM', 'BR-MRW156', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:30 PM', '8:30 PM', 'BR-MRW156']]"
CHEM 3320B - POLYMER CHEMISTRY,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '11:30 AM', '12:30 PM', 'CHB-9', '', ' M', '  ', '  ', '  ', '  ', ' ', ' ', '', '1:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '1:30 PM', '5:30 PM', '']]"
CHEM 3374A - QUANTUM CHEM &amp; SPECTROSCOPY,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '11:30 AM', '12:30 PM', 'MC-105B', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '11:30 AM', '12:30 PM', 'MC-105B']]"
CHEM 1301A - DISCOVERING CHEMICAL STRUCTURE,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '8:30 AM', '9:30 AM', 'NCB-101', '', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '9:30 AM', '10:30 AM', 'NCB-101', '', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '12:30 PM', '1:30 PM', 'NCB-101', '', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '1:30 PM', '2:30 PM', 'NCB-101', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', ' Tu', '  ', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', '  ', ' W', '  ', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', '  ', '  ', ' Th', '  ', ' ', ' ', '', '6:00 PM', '9:00 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '9:30 AM', '12:30 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '2:30 PM', '5:30 PM', '', '', '  ', '  ', '  ', '  ', ' F', ' ', ' ', '', '2:30 PM', '5:30 PM', '']]"
CHEM 2210A - CHEMISTRY OF THE ENVIRONMENT,"[['', ' M', '  ', ' W', '  ', ' F', ' ', ' ', '', '1:30 PM', '2:30 PM', '3M-3250']]"
